Timestamp,15:10:57.32,15:11:03.33,15:11:06.35,15:11:09.36,15:11:12.29,15:11:15.31,15:11:18.35,15:11:21.36,15:11:24.29,15:11:27.30,15:11:30.32,15:11:33.36,15:11:36.29,15:11:39.30,15:11:42.31,15:11:45.35,15:11:48.28,15:11:51.30,15:11:54.31,15:11:57.35,15:12:00.36,15:12:03.29,15:12:06.30,15:12:09.31,15:12:12.35,15:12:15.29,15:12:18.30,15:12:21.31,15:12:24.35,15:12:27.36,15:12:30.29,15:12:33.30,15:12:36.31,15:12:39.36,15:12:42.29,15:12:45.30,15:12:48.31,15:12:51.35,15:12:54.29,15:12:57.30,15:13:00.31,15:13:03.35,15:13:06.36,15:13:09.29,15:13:12.30,15:13:15.31,15:13:18.36,15:13:21.29,15:13:24.30,15:13:27.31,15:13:30.35,15:13:33.29,15:13:36.30,15:13:39.30,15:13:42.32,15:13:45.36,15:13:48.29,15:13:51.30,15:13:54.31,15:13:57.35,15:14:00.36,15:14:03.29,15:14:06.31,15:14:09.32,15:14:12.36,15:14:15.29,15:14:18.30,15:14:21.31,15:14:24.35,15:14:27.28,15:14:30.29,15:14:33.31,15:14:36.32,15:14:39.36,15:14:42.29,15:14:45.30,15:14:48.31,15:14:51.31,15:14:54.35,15:14:57.29,15:15:00.30,15:15:03.31,15:15:06.36,15:15:09.37,15:15:12.29,15:15:15.31,15:15:18.31,15:15:21.36,15:15:24.29,15:15:27.30,15:15:30.31,15:15:33.32,15:15:36.36,15:15:39.29,15:15:42.30,15:15:45.31,15:15:48.35,15:15:51.28,15:15:54.30,15:15:57.31,15:16:00.36,15:16:03.36,15:16:06.29,15:16:09.30,15:16:12.31,15:16:15.35,15:16:18.29,15:16:21.29,15:16:24.31,15:16:27.32,15:16:30.36,15:16:33.29
CO2,651.17,629.03,595.24,561.80,514.49,667.05,800.88,513.28,701.62,762.35,661.51,656.69,761.88,744.18,610.96,495.10,669.73,548.11,469.26,511.74,852.05,632.41,656.40,713.37,673.95,635.82,732.24,709.04,641.41,689.54,834.35,569.45,327.63,670.92,785.19,732.09,743.34,724.60,681.75,711.45,826.62,919.55,940.22,769.11,695.11,520.60,546.44,632.52,637.35,645.59,700.16,677.66,668.85,660.32,673.29,683.95,614.21,524.19,480.81,619.90,522.90,886.83,880.87,593.06,674.08,537.64,549.77,418.65,563.31,553.61,562.81,567.60,604.22,582.58,575.89,569.57,567.52,579.28,592.68,593.83,579.08,584.06,570.95,575.71,608.26,618.87,683.77,610.88,659.61,740.68,715.63,746.64,691.60,583.21,684.22,525.75,404.30,250.90,402.22,376.56,471.03,514.58,574.59,600.79,563.84,610.52,688.82,500.62,600.98,598.47,623.85,656.04
T,29.013504028320312,29.1123046875,29.139007568359375,29.125656127929688,29.200424194335938,29.243148803710938,29.200424194335938,29.312583923339844,29.269859313964844,29.243148803710938,29.243148803710938,29.227127075195312,29.1123046875,29.069580078125,29.168380737304688,29.181732177734375,29.168380737304688,29.28321075439453,29.384681701660156,29.53955841064453,29.55290985107422,29.62500762939453,29.68108367919922,29.707786560058594,29.68108367919922,29.608985900878906,29.651710510253906,29.707786560058594,29.779891967773438,29.750518798828125,29.793243408203125,29.85198974609375,29.93743896484375,29.966812133789062,29.950790405273438,29.993515014648438,29.993515014648438,29.950790405273438,30.009536743164062,29.950790405273438,29.825286865234375,29.750518798828125,29.523536682128906,29.49683380126953,29.440757751464844,29.49683380126953,29.55290985107422,29.53955841064453,29.51018524169922,29.51018524169922,29.398033142089844,29.398033142089844,29.398033142089844,29.384681701660156,29.341957092285156,29.312583923339844,29.299232482910156,29.213775634765625,29.1123046875,29.056228637695312,28.997482299804688,28.885330200195312,28.970779418945312,28.984130859375,28.928054809570312,28.885330200195312,28.885330200195312,28.970779418945312,28.898681640625,28.885330200195312,28.871978759765625,28.842605590820312,28.743797302246094,28.786529541015625,28.815902709960938,28.829254150390625,28.858627319335938,28.885330200195312,28.842605590820312,28.858627319335938,28.885330200195312,28.898681640625,28.94140625,28.928054809570312,28.898681640625,28.858627319335938,28.757156372070312,28.786529541015625,28.871978759765625,28.858627319335938,28.815902709960938,28.687721252441406,28.687721252441406,28.658348083496094,28.61829376220703,28.658348083496094,28.71709442138672,28.687721252441406,28.773178100585938,28.815902709960938,28.885330200195312,28.885330200195312,28.914703369140625,28.815902709960938,28.829254150390625,28.858627319335938,28.871978759765625,28.842605590820312,28.858627319335938,28.898681640625,28.957427978515625,28.94140625
RH,58.22906494140625,58.56475830078125,58.6151123046875,57.8277587890625,57.6385498046875,57.35015869140625,57.20977783203125,57.27386474609375,57.3516845703125,57.1685791015625,56.8115234375,56.79779052734375,56.6864013671875,56.69097900390625,56.90765380859375,57.07550048828125,57.061767578125,57.2357177734375,57.2509765625,57.42950439453125,57.31353759765625,57.2052001953125,57.3699951171875,57.26776123046875,57.11822509765625,57.025146484375,57.32879638671875,57.45697021484375,57.73162841796875,57.6202392578125,57.61566162109375,57.30133056640625,57.1136474609375,56.7108154296875,56.695556640625,56.35833740234375,56.26220703125,56.24237060546875,56.03790283203125,55.99212646484375,56.22406005859375,56.24847412109375,56.28509521484375,56.70928955078125,57.04498291015625,57.55615234375,57.50579833984375,57.9559326171875,57.77130126953125,57.65380859375,57.4920654296875,57.38677978515625,58.2305908203125,58.203125,57.69500732421875,57.67059326171875,57.47528076171875,57.45086669921875,57.38677978515625,57.25860595703125,57.2265625,57.06329345703125,56.98394775390625,56.7474365234375,56.7138671875,56.695556640625,56.683349609375,56.793212890625,57.20977783203125,57.19451904296875,57.2540283203125,57.43865966796875,58.01849365234375,58.34503173828125,58.49151611328125,58.2672119140625,58.09326171875,57.92236328125,57.80792236328125,57.6904296875,57.62176513671875,57.56683349609375,57.4432373046875,57.42950439453125,57.3516845703125,57.3699951171875,57.20977783203125,57.28759765625,57.30133056640625,57.07244873046875,57.0068359375,57.08160400390625,57.13958740234375,57.32421875,57.40203857421875,57.4432373046875,57.501220703125,57.50732421875,57.7362060546875,57.82623291015625,57.635498046875,57.62176513671875,57.56988525390625,57.35015869140625,57.3883056640625,57.54852294921875,57.574462890625,57.56988525390625,57.54852294921875,57.55615234375,57.86285400390625,57.6934814453125
TVOC,37,35,41,38,44,43,41,41,44,52,56,70,63,62,65,71,74,80,84,100,114,113,126,128,135,125,134,127,138,138,147,148,161,158,174,171,171,156,156,153,128,125,115,107,113,121,117,117,118,130,128,126,127,136,117,124,128,131,133,126,118,110,116,124,127,124,120,120,121,121,114,103,109,117,103,93,77,71,70,67,66,57,69,67,63,54,50,24,0,0,0,0,0,0,0,0,3,11,21,2,1,0,2,24,25,36,43,43,65,56,67,70
PM1.0,2.363048553466797,2.2740883827209473,2.279322624206543,2.346085548400879,2.4314699172973633,2.389584541320801,2.2536184787750244,2.273658514022827,2.233827590942383,2.2492246627807617,2.2807414531707764,2.3723628520965576,2.499800443649292,2.627372980117798,2.675328016281128,2.7024362087249756,2.7590978145599365,2.8200387954711914,2.8808891773223877,2.859781265258789,2.7625210285186768,2.75764536857605,2.7584969997406006,2.714477777481079,2.7008137702941895,2.6347084045410156,2.6166560649871826,2.609018564224243,2.625170946121216,2.6650965213775635,2.837453603744507,3.0062432289123535,3.1395225524902344,3.335358142852783,3.47883939743042,3.565477132797241,3.6087419986724854,3.574140787124634,3.507152557373047,3.515066623687744,3.461470127105713,3.406421422958374,3.294255256652832,3.2663331031799316,3.1561577320098877,3.1132090091705322,3.0660393238067627,3.0161023139953613,3.0709800720214844,3.257474660873413,3.2421672344207764,3.1232545375823975,3.0023136138916016,2.895629405975342,2.8253674507141113,2.8077147006988525,2.7469263076782227,2.7226219177246094,2.6505844593048096,2.6683826446533203,2.674149513244629,2.627490758895874,2.5582783222198486,2.4287171363830566,2.3119709491729736,2.2178761959075928,2.192211866378784,2.226033926010132,2.318964719772339,2.472073793411255,2.5362119674682617,2.554616689682007,2.565291404724121,2.5072035789489746,2.5141875743865967,2.5433807373046875,2.514626979827881,2.5138039588928223,2.5503292083740234,2.5170392990112305,2.46781849861145,2.52698016166687,2.574012517929077,2.6496479511260986,2.647324562072754,2.64056658744812,2.616164207458496,2.54880428314209,2.5037245750427246,2.457559823989868,2.34409236907959,2.2327499389648438,2.1654462814331055,2.111940860748291,2.0927786827087402,2.0579192638397217,1.9843963384628296,1.9298585653305054,1.8627537488937378,1.8047176599502563,1.7590981721878052,1.7155060768127441,1.729664921760559,1.742269515991211,1.785622477531433,1.8520941734313965,1.9588513374328613,2.049370765686035,2.123812437057495,2.168672800064087,3.707820177078247,4.962932109832764
PM2.5,2.498833179473877,2.40476131439209,2.4102964401245117,2.4808952808380127,2.5711863040924072,2.5268940925598145,2.38311505317688,2.404306650161743,2.362186908721924,2.3784687519073486,2.4117965698242188,2.5086827278137207,2.6434428691864014,2.778346061706543,2.829056739807129,2.857722520828247,2.917639970779419,2.9820828437805176,3.0464298725128174,3.02410888671875,2.921260118484497,2.9161040782928467,2.9170045852661133,2.8704562187194824,2.8560068607330322,2.7861030101776123,2.7670135498046875,2.758937120437622,2.776017665863037,2.818237543106079,3.0004985332489014,3.1789870262145996,3.3199245929718018,3.5270133018493652,3.678739309310913,3.770355224609375,3.816106081008911,3.7795166969299316,3.70867919921875,3.717047929763794,3.660372018814087,3.6021597385406494,3.483548641204834,3.45402193069458,3.3375158309936523,3.2920989990234375,3.2422189712524414,3.1894123554229736,3.247443675994873,3.4446544647216797,3.428467273712158,3.3027219772338867,3.1748313903808594,3.0620169639587402,2.987717628479004,2.969050645828247,2.9047691822052,2.87906813621521,2.802891254425049,2.8217122554779053,2.827810525894165,2.778470754623413,2.7052812576293945,2.568275213241577,2.4448206424713135,2.3453187942504883,2.3181798458099365,2.35394549369812,2.452216148376465,2.6141231060028076,2.6819469928741455,2.701409101486206,2.7126972675323486,2.6512715816497803,2.6586568355560303,2.689527750015259,2.659121513366699,2.6582512855529785,2.6968753337860107,2.661672353744507,2.609623432159424,2.672184705734253,2.721919536590576,2.80190110206604,2.7994441986083984,2.792297840118408,2.766493320465088,2.695262908935547,2.647592782974243,2.5987753868103027,2.478787899017334,2.3610472679138184,2.2898764610290527,2.2332963943481445,2.2130331993103027,2.176170825958252,2.0984230041503906,2.0407514572143555,1.9697905778884888,1.9084197282791138,1.860178828239441,1.8140819072723389,1.829054355621338,1.8423832654953003,1.8882272243499756,1.9585185050964355,2.0714101791381836,2.167130947113037,2.2458503246307373,2.293288230895996,3.920877695083618,5.248110294342041
PM4.0,2.4988317489624023,2.4047598838806152,2.410294771194458,2.480893850326538,2.5711846351623535,2.5268924236297607,2.383113384246826,2.4043049812316895,2.362185478210449,2.378467321395874,2.411795139312744,2.508681058883667,2.6434414386749268,2.7783443927764893,2.829055070877075,2.8577208518981934,2.917638063430786,2.9820809364318848,3.0464279651641846,3.024106979370117,2.9212582111358643,2.916102170944214,2.9170029163360596,2.8704543113708496,2.8560051918029785,2.7861013412475586,2.767011880874634,2.7589354515075684,2.7760157585144043,2.8182356357574463,3.0004966259002686,3.178985118865967,3.319922685623169,3.5270111560821533,3.678736925125122,3.770352840423584,3.816103935241699,3.7795143127441406,3.708677053451538,3.717045783996582,3.660369634628296,3.6021575927734375,3.483546495437622,3.454019784927368,3.3375136852264404,3.2920968532562256,3.2422168254852295,3.189410448074341,3.247441530227661,3.4446523189544678,3.4284651279449463,3.302719831466675,3.1748294830322266,3.0620150566101074,2.987715721130371,2.9690487384796143,2.9047675132751465,2.8790664672851562,2.802889585494995,2.8217105865478516,2.8278088569641113,2.7784690856933594,2.705279588699341,2.5682735443115234,2.4448189735412598,2.3453173637390137,2.318178415298462,2.3539438247680664,2.4522147178649902,2.614121437072754,2.681945323944092,2.7014074325561523,2.712695598602295,2.6512699127197266,2.6586554050445557,2.689526081085205,2.6591198444366455,2.658249616622925,2.696873664855957,2.661670684814453,2.60962176322937,2.672183036804199,2.7219178676605225,2.8018994331359863,2.7994422912597656,2.7922961711883545,2.766491651535034,2.695261240005493,2.6475911140441895,2.598773717880249,2.4787862300872803,2.3610458374023438,2.289875030517578,2.23329496383667,2.213031768798828,2.1761693954467773,2.098421573638916,2.04075026512146,1.9697893857955933,1.9084185361862183,1.860177755355835,1.814080834388733,1.8290531635284424,1.8423820734024048,1.88822603225708,1.95851731300354,2.071408748626709,2.1671295166015625,2.2458488941192627,2.2932868003845215,3.920875310897827,5.248106956481934
PM10.0,2.4988348484039307,2.4047627449035645,2.4102978706359863,2.4808969497680664,2.571187734603882,2.526895761489868,2.3831164836883545,2.4043080806732178,2.3621883392333984,2.3784701824188232,2.4117982387542725,2.5086841583251953,2.643444538116455,2.7783477306365967,2.8290586471557617,2.857724189758301,2.9176418781280518,2.9820847511291504,3.04643177986145,3.024110794067383,2.921261787414551,2.9161059856414795,2.917006492614746,2.870457887649536,2.856008768081665,2.786104917526245,2.767015218734741,2.758938789367676,2.776019334793091,2.818239212036133,3.000500202178955,3.1789889335632324,3.3199267387390137,3.527015447616577,3.678741455078125,3.770357608795166,3.816108465194702,3.7795190811157227,3.708681583404541,3.717050313949585,3.660374164581299,3.6021621227264404,3.483550786972046,3.454024076461792,3.3375179767608643,3.2921009063720703,3.242220878601074,3.1894145011901855,3.247445583343506,3.4446566104888916,3.42846941947937,3.3027238845825195,3.174833297729492,3.062018871307373,2.9877195358276367,2.96905255317688,2.904771089553833,2.8790698051452637,2.8028929233551025,2.821714162826538,2.827812433242798,2.778472423553467,2.7052829265594482,2.568276882171631,2.444822072982788,2.345320224761963,2.318181276321411,2.3539469242095947,2.4522178173065186,2.6141247749328613,2.681948661804199,2.7014107704162598,2.7126989364624023,2.651273250579834,2.658658504486084,2.6895294189453125,2.659123182296753,2.6582529544830322,2.6968770027160645,2.6616740226745605,2.6096251010894775,2.6721863746643066,2.72192120552063,2.8019027709960938,2.799445867538452,2.792299509048462,2.7664949893951416,2.6952645778656006,2.6475942134857178,2.5987768173217773,2.4787893295288086,2.361048936843872,2.2898778915405273,2.233297824859619,2.2130346298217773,2.1761720180511475,2.098424196243286,2.040752649307251,1.9697918891906738,1.9084208011627197,1.8601800203323364,1.8140829801559448,1.8290554285049438,1.8423843383789062,1.888228416442871,1.9585198163986206,2.071411371231079,2.1671321392059326,2.245851755142212,2.2932896614074707,3.920880079269409,5.248113632202148
PMSize,0.450736403465271,0.44694674015045166,0.45132744312286377,0.4519174098968506,0.45738494396209717,0.4605525732040405,0.46279871463775635,0.4597357511520386,0.45956647396087646,0.4542829990386963,0.4449913501739502,0.4465228319168091,0.444347620010376,0.4464261531829834,0.446364164352417,0.4523327350616455,0.44946539402008057,0.44736289978027344,0.4445255994796753,0.44631779193878174,0.4442533254623413,0.44596219062805176,0.445290207862854,0.44896411895751953,0.44976067543029785,0.4522364139556885,0.4545227289199829,0.45569562911987305,0.45291006565093994,0.4555155038833618,0.45586955547332764,0.45532798767089844,0.4545856714248657,0.4559825658798218,0.4560123682022095,0.458598256111145,0.46110689640045166,0.45811939239501953,0.4627838134765625,0.465040922164917,0.465317964553833,0.4590604305267334,0.4580167531967163,0.4591470956802368,0.45935213565826416,0.45947182178497314,0.45814502239227295,0.45707595348358154,0.45959341526031494,0.46185243129730225,0.4624749422073364,0.4654686450958252,0.46478116512298584,0.46447837352752686,0.46029067039489746,0.46317923069000244,0.46442198753356934,0.46344220638275146,0.46533656120300293,0.46721339225769043,0.46640634536743164,0.46835970878601074,0.4700683355331421,0.4703400135040283,0.46805131435394287,0.46768856048583984,0.4698307514190674,0.47044920921325684,0.47008490562438965,0.4703024625778198,0.4707256555557251,0.47030508518218994,0.4730072021484375,0.47191500663757324,0.4733530282974243,0.47361552715301514,0.4719585180282593,0.4718104600906372,0.47166764736175537,0.4725935459136963,0.4731353521347046,0.4720243215560913,0.4747185707092285,0.47720539569854736,0.48017072677612305,0.47892963886260986,0.4818708896636963,0.48149609565734863,0.4824051856994629,0.4819817543029785,0.4818624258041382,0.4826986789703369,0.48574984073638916,0.48633646965026855,0.48852384090423584,0.48774874210357666,0.48945629596710205,0.4877965450286865,0.4877340793609619,0.4863542318344116,0.4849069118499756,0.4836939573287964,0.48273658752441406,0.48516082763671875,0.48438966274261475,0.4829341173171997,0.4849672317504883,0.48562800884246826,0.4860718250274658,0.4891742467880249,0.4877275228500366,0.4857233762741089
title,2021-11-15-15:10:57.32
