Timestamp,18:34:24.28,18:34:29.33,18:34:32.36,18:34:35.36,18:34:38.29,18:34:41.30,18:34:44.31,18:34:47.35,18:34:50.36,18:34:53.30
CO2,1550.3,1549.9,1552.9,1579.3,1590.5,1603.3,1607.2,1608.1,1608.2,1604.5
T,23.074691772460938,23.205535888671875,23.18951416015625,23.18951416015625,23.18951416015625,23.176162719726562,23.133438110351562,23.176162719726562,23.162811279296875,23.133438110351562
RH,57.818603515625,58.4136962890625,58.50372314453125,58.2244873046875,57.89642333984375,57.5927734375,57.1533203125,56.97479248046875,56.6680908203125,56.54449462890625
TVOC,0,4,4,1,9,3,0,0,0,0
PM1.0,1.209853172302246,1.2644739151000977,1.2640842199325562,1.2823395729064941,1.3268847465515137,1.3373805284500122,1.310269832611084,1.3294692039489746,1.3572945594787598,1.3281599283218384
PM2.5,1.279373288154602,1.3371326923370361,1.336720585823059,1.356024980545044,1.4031296968460083,1.4142285585403442,1.385560154914856,1.40586256980896,1.4352868795394897,1.4044781923294067
PM4.0,1.2793725728988647,1.3371318578720093,1.3367197513580322,1.356024146080017,1.4031288623809814,1.4142277240753174,1.3855592012405396,1.405861735343933,1.435286045074463,1.4044772386550903
PM10.0,1.279374122619629,1.337133526802063,1.336721420288086,1.3560258150100708,1.4031305313110352,1.414229393005371,1.3855609893798828,1.4058635234832764,1.4352878332138062,1.4044790267944336
PMSize,0.5198951959609985,0.5214979648590088,0.5211286544799805,0.5216356515884399,0.5207386016845703,0.5238889455795288,0.5234453678131104,0.5248336791992188,0.5218349695205688,0.5231684446334839
