Timestamp,18:28:14.00,18:28:18.00
CO2,2355.9,2359.1
T,27.961395263671875,27.961395263671875
RH,62.26806640625,62.40081787109375
TVOC,192,189
PM1.0,4.109375953674316,4.169036388397217
PM2.5,4.787721633911133,4.838932037353516
PM4.0,5.145608901977539,5.187208652496338
PM10.0,5.2171950340271,5.256868362426758
PMSize,0.6038632392883301,0.6072618961334229
title,2021-11-20-18:28:14.00
start,2021-11-20T18:28:20.000Z
