Timestamp,14:49:38.34
CO2,963.28
T,26.7998046875
RH,61.18316650390625
TVOC,7
PM1.0,2.6231882572174072
PM2.5,2.902130365371704
PM4.0,3.0058906078338623
PM10.0,3.026643753051758
PMSize,0.6024284362792969
title,2021-11-15-14:49:38.34
start,2021-11-15T14:49:44.331Z
