Timestamp,16:46:04.34,16:46:10.31,16:46:13.31,16:46:16.35,16:46:19.36,16:46:22.29,16:46:25.30,16:46:28.31,16:46:31.24
CO2,1340.4,1327.9,1316.4,1315.5,1338.6,1336.5,1323.2,1341.8,1399.3
T,28.132293701171875,28.1910400390625,28.175018310546875,28.132293701171875,28.092239379882812,28.0628662109375,28.076217651367188,28.033493041992188,27.961395263671875
RH,64.07470703125,64.07470703125,64.02435302734375,64.03961181640625,64.166259765625,64.2822265625,64.24102783203125,64.22271728515625,64.39971923828125
TVOC,26,18,12,32,32,48,42,51,68
PM1.0,1.0021017789840698,0.9839486479759216,1.0272730588912964,1.1079819202423096,1.1504114866256714,1.1966692209243774,1.2723619937896729,1.338773488998413,1.4172313213348389
PM2.5,1.0596847534179688,1.0404884815216064,1.086302399635315,1.1716489791870117,1.2165166139602661,1.2654324769973755,1.3454747200012207,1.4157023429870605,1.4986685514450073
PM4.0,1.0596847534179688,1.0404884815216064,1.086302399635315,1.1716489791870117,1.2165166139602661,1.2654324769973755,1.3454747200012207,1.4157023429870605,1.4986685514450073
PM10.0,1.0596860647201538,1.0404897928237915,1.0863037109375,1.1716504096984863,1.2165181636810303,1.2654340267181396,1.3454763889312744,1.4157041311264038,1.4986703395843506
PMSize,0.5191996097564697,0.516720175743103,0.5114712715148926,0.5119140148162842,0.5151282548904419,0.5134466886520386,0.514754056930542,0.5135241746902466,0.5199780464172363
title,2021-11-15-16:46:04.34
start,2021-11-15T16:46:34.294Z
